x1,x2,x3,x4,x5,x6
111.89348354884137,1,2,10737,14647,7644
112.14953271028037,0,2,10466,14704,7812
112.40558187171936,2,2,10560,14687,7672
112.66163103315839,0,4,10423,14574,7700
112.91768019459738,0,5,10401,14915,7531
113.17372935603638,0,3,10373,14810,7627
113.42977851747537,1,2,10507,14617,7719
113.68582767891436,0,2,10546,14569,7689
113.94187684035336,0,4,10302,14548,7523
114.19792600179235,1,3,10269,14604,7552
114.45397516323135,0,3,10346,14421,7768
114.71002432467034,0,4,10134,14509,7555
114.96607348610934,2,3,10226,14630,7607
115.22212264754833,1,4,10115,14431,7613
115.47817180898733,1,2,10218,14649,7522
115.73422097042632,1,3,10092,14568,7509
115.99027013186532,1,4,10070,14175,7359
116.24631929330431,0,5,9984,14557,7506
116.5023684547433,0,2,10007,14456,7434
116.75841761618233,1,4,9826,14256,7471
117.01446677762132,1,4,9886,14516,7581
117.27051593906032,0,1,9813,14350,7534
117.52656510049931,0,0,9841,14291,7361
117.7826142619383,0,3,9755,14439,7494
118.0386634233773,2,2,9817,14316,7362
118.2947125848163,0,2,9859,14199,7400
118.55076174625529,2,2,9754,14284,7456
118.80681090769428,2,5,9711,14042,7309
119.06286006913328,0,3,9661,13997,7478
119.31890923057227,2,4,9682,14051,7463
119.57495839201127,1,2,9657,13842,7437
119.83100755345026,2,1,9436,14231,7395
120.08705671488926,0,2,9572,14023,7224
120.34310587632825,0,7,9341,14038,7262
120.59915503776725,0,2,9247,14022,7146
120.85520419920624,1,3,9564,13941,7358
121.11125336064526,2,3,9492,13967,7354
121.36730252208426,0,0,9530,13872,7241
121.62335168352325,0,4,9427,13942,7403
121.87940084496225,1,5,9221,13619,7344
122.13545000640124,0,3,9341,14020,7132
122.39149916784024,1,2,9206,14018,7364
122.64754832927923,2,7,9389,13740,7105
122.90359749071823,0,2,9285,13878,7175
123.15964665215722,0,1,9164,13578,7140
123.41569581359622,1,6,9089,13683,7218
123.67174497503521,1,4,9127,13601,7071
123.9277941364742,1,2,9242,13858,7129
124.1838432979132,2,0,8939,13905,7131
124.4398924593522,1,3,9077,13665,7177
124.69594162079119,0,3,9206,13683,7160
124.95199078223018,1,1,8919,13670,7113
125.20803994366918,0,4,9042,13712,7040
125.4640891051082,1,2,8921,13476,6966
125.7201382665472,1,3,8776,13315,7154
125.97618742798619,0,3,8652,13451,6998
126.23223658942518,0,5,8923,13357,7085
126.48828575086418,0,2,8863,13451,6919
126.74433491230317,2,3,8823,13418,6857
127.00038407374217,0,1,8984,13398,6869
127.25643323518116,1,2,8623,13514,6981
127.51248239662016,0,2,8807,13301,6965
127.76853155805915,0,1,8719,13437,7027
128.02458071949815,0,4,8742,13353,6854
128.28062988093714,0,1,8570,13331,6850
128.53667904237614,2,7,8638,13402,6980
128.79272820381513,1,3,8638,13420,7012
